대여소_ID,대여건수,반납건수,총이용건수,주소1,주소2,위도,경도
ST-3044,21776.0,26828.0,48604.0,서울특별시 성동구 성동구 광나루로 310,,37.54808,127.064613
ST-736,24182.0,24170.0,48352.0,서울특별시 노원구 한글비석로 235,노원구 중계동 391,37.649021,127.076408
ST-2903,23853.0,24368.0,48221.0,서울특별시 중구 중구 청계천로 400,,37.571621,127.022041
ST-1632,23611.0,24488.0,48099.0,서울특별시 동대문구 왕산로 128,동의보감타워,37.577999,127.037628
ST-33,22387.0,25623.0,48010.0,서울특별시 서대문구 증가로 264,북가좌동354-4,37.584171,126.911102
ST-2858,27850.0,20154.0,48004.0,서울특별시 강서구 마곡서1로 48,,37.560593,126.820847
ST-520,23324.0,24633.0,47957.0,서울특별시 강서구 허준로 221-40 공원관리사무실,,37.561924,126.864166
ST-1040,23778.0,24154.0,47932.0,서울특별시 강동구 상일로6길 21 한국종합기술사옥,,37.549984,127.174706
ST-360,23906.0,24026.0,47932.0,서울특별시 성동구 왕십리광장로 10-1,왕십리역 4번 출구 건너편,37.561096,127.036797
ST-177,23655.0,24262.0,47917.0,서울특별시 종로구 종로 411-3 가로판매,,37.575592,127.02285
ST-387,23493.0,24378.0,47871.0,서울특별시 광진구 아차산로 552,광나루역 3번 출구,37.54483,127.104263
ST-277,22790.0,25060.0,47850.0,서울특별시 영등포구 양화동 17-4,양평2나들목 보행통로 입구,37.544666,126.888359
ST-1514,23688.0,24134.0,47822.0,서울특별시 강서구 수명로1길 16,마곡수명산파크4단지아파트 401동 앞,37.55011,126.823677
ST-1125,23715.0,24028.0,47743.0,서울특별시 노원구 노해로 437,노원구청,37.654049,127.057327
ST-2974,23342.0,24388.0,47730.0,서울특별시 마포구 MBC본사와 디지털매직스페이스 건물 사이 횡단보도 2개 중간,,37.5812,126.88958
ST-2412,24708.0,23013.0,47721.0,서울특별시 강서구 내발산동 752-1,,37.552559,126.823112
ST-384,23922.0,23772.0,47694.0,서울특별시 광진구 능동로 216,구의문주차장 앞,37.545231,127.084732
ST-306,23771.0,23921.0,47692.0,서울특별시 영등포구 영등포동1가35,신길역3번출구,37.517693,126.914299
ST-2920,23117.0,24566.0,47683.0,서울특별시 영등포구 영등포구 양평동5가 51-1,,37.539726,126.890366
ST-2594,23866.0,23750.0,47616.0,서울특별시 송파구 신천동15,,37.520809,127.103622
ST-121,24050.0,23404.0,47454.0,서울특별시 종로구 세종로 84-1,,37.572559,126.978333
ST-2886,23677.0,23751.0,47428.0,서울특별시 강서구 마곡동 799,,37.559311,126.827438
ST-655,22058.0,25274.0,47332.0,서울특별시 성북구 종암로3길 37-2,성북구 종암동 12-33,37.593288,127.036667
ST-1111,23348.0,23963.0,47311.0,서울특별시 노원구 공릉동 687-6,태릉입구역 8번출구,37.617367,127.075211
ST-272,23170.0,24107.0,47277.0,서울특별시 동대문구 신설동 92-34,신설동역 10번출구 앞,37.575272,127.023468
ST-1298,21837.0,25379.0,47216.0,서울특별시 동대문구 장한로 6,,37.561829,127.065277
ST-1495,23604.0,23611.0,47215.0,서울특별시 양천구 목동서로 38,목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆),37.541142,126.876678
ST-9,21827.0,25335.0,47162.0,서울특별시 마포구 연남동 571-19,,37.557846,126.918716
ST-692,21890.0,25240.0,47130.0,서울특별시 동작구 현충로 지하 90,동작구 흑석동 2-28,37.50938,126.963615
ST-2331,24040.0,23084.0,47124.0,서울특별시 성동구 동일로 265 건영아파트상가,,37.555141,127.071106
ST-2892,23889.0,23168.0,47057.0,서울특별시 구로구 구로구 구로동 50-7,,37.501263,126.891182
ST-1523,23461.0,23587.0,47048.0,서울특별시 구로구 중앙로 100,고척LIGA아파트 앞,37.50605,126.860786
ST-1813,23183.0,23829.0,47012.0,서울특별시 종로구 창신동 397-6,,37.571533,127.015617
ST-2006,22195.0,24737.0,46932.0,서울특별시 양천구 안양천로 812 공중화장실,,37.517338,126.877647
ST-1868,22866.0,24062.0,46928.0,서울특별시 송파구 송파대로 521 잠실자전거수리센터,,37.511009,127.101143
ST-89,23568.0,23343.0,46911.0,서울특별시 마포구 성산동 421-10,,37.57048,126.898895
ST-158,23551.0,23310.0,46861.0,서울특별시 종로구 대학로 104,대학로 마로니에공원,37.579784,127.002533
ST-596,22534.0,24254.0,46788.0,서울특별시 중랑구 신내로 지하 232,홈플러스 신내점 앞,37.616169,127.093483
ST-2857,23717.0,23045.0,46762.0,서울특별시 강서구 방화대로 294 마곡더블유타워,,37.566929,126.816841
ST-2692,23125.0,23632.0,46757.0,서울특별시 양천구 양천구 신정동 276-7,,37.51292,126.866798
ST-68,23203.0,23474.0,46677.0,서울특별시 영등포구 63로 45 여의도시범아파트,,37.51902,126.93689
ST-2156,26562.0,20107.0,46669.0,서울특별시 마포구 합정동 473-2,,37.551754,126.9123
ST-98,24772.0,21824.0,46596.0,서울특별시 광진구 능동로 76,광진구의회 앞,37.537308,127.070351
ST-421,23610.0,22971.0,46581.0,서울특별시 영등포구 양평로 76,삼성화재 사옥 옆,37.535961,126.8983
ST-273,23347.0,23230.0,46577.0,서울특별시 동대문구 용두동 237-10,용두동 사거리,37.577686,127.031013
ST-309,23130.0,23321.0,46451.0,서울특별시 양천구 목동 813,목동사거리 부근,37.532803,126.86393
ST-2046,22648.0,23794.0,46442.0,서울특별시 강서구 마곡중앙로 177 더넥센유니버시티,,37.569485,126.828094
ST-3288,22896.0,23542.0,46438.0,서울특별시 노원구 상계로 79 노블리빙텔. 상가,,37.656555,127.063591
ST-2891,23147.0,23240.0,46387.0,서울특별시 광진구 자양로3가길 28,,37.528793,127.084633
ST-984,23276.0,23061.0,46337.0,서울특별시 광진구 자양로 131,광진구청 앞,37.539501,127.083
ST-1976,22972.0,23279.0,46251.0,서울특별시 영등포구 문래로4길 6 현대아파트,,37.520218,126.882164
ST-2732,23114.0,23104.0,46218.0,서울특별시 강동구 구천면로 192 천호역 한강 푸르지오시티,,37.540741,127.125763
ST-728,22857.0,23288.0,46145.0,서울특별시 동작구 상도로 지하 76,동작구 상도동 329-2,37.499855,126.929565
ST-1451,22859.0,23243.0,46102.0,서울특별시 중랑구 용마산로115길 127,용마산로115길 127,37.59734,127.093086
ST-3128,22946.0,23133.0,46079.0,서울특별시 강서구 마곡중앙10로 70 LG사이언스파크,,37.563648,126.834541
ST-2057,22713.0,23307.0,46020.0,서울특별시 강서구 마곡동 811-6,,37.572975,126.832443
ST-3072,22592.0,23417.0,46009.0,서울특별시 영등포구 여의대로 70 신한금융투자타워,여의대로 70,37.525089,126.92408
ST-1753,22820.0,23173.0,45993.0,서울특별시 구로구 디지털로31길 33-1,에이스트윈타워1차,37.484371,126.895424
ST-2569,22354.0,23528.0,45882.0,서울특별시 강서구 마곡동 769-4,,37.558632,126.835594
ST-1455,22772.0,23078.0,45850.0,서울특별시 성북구 보문로22길 28,보문4교 인근,37.583752,127.02195
ST-461,22923.0,22905.0,45828.0,서울특별시 은평구 응암동 90-15,이마트 은평점,37.6007,126.920128
ST-1728,22474.0,23346.0,45820.0,서울특별시 송파구 백제고분로 187,삼전역 1번출구,37.504711,127.087563
ST-2816,21412.0,24363.0,45775.0,서울특별시 영등포구 영등포구 대림로 256,,37.503841,126.896156
ST-364,21556.0,24217.0,45773.0,서울특별시 성동구 광나루로 302,성동세무서 건너편,37.547913,127.062752
ST-1220,22485.0,23284.0,45769.0,서울특별시 구로구 가마산로 272,강서수도사업소민원센터,37.495781,126.890121
ST-662,22888.0,22830.0,45718.0,서울특별시 구로구 신도림로 40,구로구 신도림동 397-32,37.507332,126.87973
ST-724,22569.0,23122.0,45691.0,서울특별시 관악구 신림로 270,관악구 신림동 808-263,37.478428,126.931862
ST-3160,22863.0,22781.0,45644.0,서울특별시 영등포구 국제금융로7길 27 삼부아파트,,37.525394,126.930458
ST-1333,22240.0,23346.0,45586.0,서울특별시 중랑구 묵동 6-3,,37.619637,127.085045
ST-401,22598.0,22942.0,45540.0,서울특별시 동대문구 이문로 107,외국어대 정문 앞,37.59602,127.05983
ST-1215,22272.0,23205.0,45477.0,서울특별시 성북구 안암로 17,SK제삼주유소 앞,37.579449,127.024193
ST-257,22753.0,22718.0,45471.0,서울특별시 광진구 자양동 722,잠실대교북단 교차로,37.532478,127.085091
ST-3238,22407.0,22969.0,45376.0,서울특별시 영등포구 영등포로 244 로프트시티,,37.519062,126.908432
ST-94,21516.0,23814.0,45330.0,서울특별시 마포구 매봉산로2길 16,상암동주민센터 옆,37.57822,126.89447
ST-1099,22620.0,22644.0,45264.0,서울특별시 중랑구 상봉동 160-3,코스트코 상봉점,37.597321,127.089798
ST-2832,23354.0,21831.0,45185.0,서울특별시 강서구 마곡중앙로 33 마곡엠밸리14단지,,37.557373,126.823326
ST-2716,22495.0,22652.0,45147.0,서울특별시 노원구 덕릉로459-21,,37.647953,127.057938
ST-1109,22403.0,22734.0,45137.0,서울특별시 강북구  수유동 230-7,효성인텔리안 앞,37.636292,127.023376
ST-1097,21515.0,23613.0,45128.0,서울특별시 중랑구 면목동 282-8,중랑전화국 교차로,37.591301,127.08033
ST-86,22472.0,22655.0,45127.0,서울특별시 마포구 월드컵북로 396,누리꿈스퀘어 옆,37.579399,126.88916
ST-46,22547.0,22543.0,45090.0,서울특별시 영등포구 국회대로76길 10,13-1,37.531239,126.921333
ST-1409,22406.0,22676.0,45082.0,서울특별시 송파구 오금로 20-2 구두수선대,,37.515797,127.106819
ST-1531,22444.0,22435.0,44879.0,서울특별시 구로구 구일로10길 27,SK허브수 A동,37.495399,126.87101
ST-375,22237.0,22627.0,44864.0,서울특별시 성동구 성수일로 27,경일중학교 앞,37.543179,127.04908
ST-1476,22478.0,22365.0,44843.0,서울특별시 노원구 동일로227길 85,온수골사거리(스타벅스앞),37.66114,127.058052
ST-1347,21884.0,22937.0,44821.0,서울특별시 성북구 보문로30길 29,보문2교,37.588699,127.018913
ST-2074,22411.0,22374.0,44785.0,서울특별시 노원구 광운로 20 광운대학교,,37.620003,127.058563
ST-344,22512.0,22198.0,44710.0,서울특별시 마포구 하늘공원로 108-1,월드컵공원,37.563965,126.898209
ST-1150,20344.0,24167.0,44511.0,서울특별시 동작구 노량진동 113-7,노량진동 맥도널드앞,37.513523,126.943527
ST-483,22125.0,22346.0,44471.0,서울특별시 광진구 능동로 10,뚝섬유원지역,37.532688,127.067497
ST-1657,22010.0,22427.0,44437.0,서울특별시 송파구 위례광장로 210 위례동주민센터,,37.481174,127.143616
ST-481,20994.0,23402.0,44396.0,서울특별시 은평구 서오릉로 163,LG서비스 역촌점,37.612484,126.914879
ST-1818,22126.0,22211.0,44337.0,서울특별시 종로구 대학로 144 중원빌딩,,37.583855,127.001854
ST-1364,21282.0,23046.0,44328.0,서울특별시 강남구 밤고개로 206,자곡사거리,37.476028,127.105942
ST-2223,22007.0,22229.0,44236.0,서울특별시 성북구 석관동 375-97,,37.614784,127.067001
ST-3089,21992.0,22232.0,44224.0,서울특별시 양천구 신정동 1325-2,,37.510975,126.869843
ST-3011,21952.0,22265.0,44217.0,서울특별시 영등포구 당산동4가 93-3,,37.529152,126.894478
ST-1779,22565.0,21619.0,44184.0,서울특별시 중구 을지로 170,,37.566051,126.997986
ST-2771,19323.0,24795.0,44118.0,서울특별시 양천구 신월로 160,,37.517796,126.841614
ST-132,22348.0,21755.0,44103.0,서울특별시 종로구 종로 47,종각역 1번출구 앞,37.570396,126.981789
ST-82,22039.0,22054.0,44093.0,서울특별시 마포구 월드컵로 212 마포구청,,37.565746,126.901863
ST-2283,21651.0,22422.0,44073.0,서울특별시 중랑구 망우로 214 우도빌딩,,37.593868,127.076523
ST-35,20959.0,23011.0,43970.0,서울특별시 서대문구 불광천길 150,345-27,37.582031,126.908997
ST-797,21313.0,22657.0,43970.0,서울특별시 강남구 테헤란로 501,포스코사거리(기업은행),37.507233,127.056854
ST-1473,22023.0,21872.0,43895.0,서울특별시 노원구 중계로 181,노원문화예술회관,37.650459,127.080887
ST-2278,20501.0,23217.0,43718.0,서울특별시 동대문구 장안벚꽃로1길 7 장안 힐스테이트,,37.576557,127.07431
ST-2481,22069.0,21633.0,43702.0,서울특별시 강서구 화곡로228,,37.545368,126.844704
ST-1629,21385.0,22232.0,43617.0,서울특별시 동대문구 전농동 695-5,,37.575733,127.048477
ST-60,21987.0,21600.0,43587.0,서울특별시 영등포구 여의대로 38,금융감독원 앞,37.523022,126.920837
ST-980,21101.0,22246.0,43347.0,서울특별시 광진구 자양동 749,,37.528454,127.078033
ST-20,20977.0,22330.0,43307.0,서울특별시 마포구 양화로18길 3,192-5,37.55706,126.924423
ST-1857,21986.0,21279.0,43265.0,서울특별시 송파구 방이동 17-2,,37.507866,127.116989
ST-1972,21295.0,21950.0,43245.0,서울특별시 영등포구 당산동4가 80-2,,37.530735,126.89917
ST-2792,20552.0,22692.0,43244.0,서울특별시 노원구 노원구 하계동 273-5,,37.637939,127.067154
ST-232,21423.0,21761.0,43184.0,서울특별시 서대문구 수색로 27 가좌역,,37.568775,126.915298
ST-286,21485.0,21627.0,43112.0,서울특별시 영등포구 신길동 4490,보라매 두산위브 앞,37.496513,126.914803
ST-972,21254.0,21839.0,43093.0,서울특별시 광진구 능동로 120,입학정보관,37.53989,127.073364
ST-753,19155.0,23915.0,43070.0,서울특별시 동작구 동작대로 지하 3,서초구 방배동 495-3,37.478069,126.982033
ST-210,21414.0,21617.0,43031.0,서울특별시 마포구 성산동 54-17,성산2교 사거리,37.564697,126.912613
ST-2465,21906.0,21120.0,43026.0,서울특별시 구로구 서울 구로구 구로동 50,,37.501915,126.889244
ST-2029,21660.0,21347.0,43007.0,서울특별시 강서구 화곡동 19-2,,37.548534,126.846672
ST-555,21361.0,21633.0,42994.0,서울특별시 서대문구 거북골로 34,서대문구 거북골로 34,37.581097,126.924026
ST-32,21407.0,21556.0,42963.0,서울특별시 마포구 신촌로 94,31-123,37.554859,126.936157
ST-2058,23848.0,19034.0,42882.0,서울특별시 강서구 수명로2길 105 마곡수명산파크5단지아파트,,37.550617,126.826881
ST-678,20335.0,22541.0,42876.0,서울특별시 구로구 남부순환로 775 개봉푸르지오,,37.501705,126.847282
ST-3204,23767.0,19078.0,42845.0,서울특별시 영등포구 경인로 900 여의도더리브스타일,,37.517918,126.912598
ST-51,21456.0,21388.0,42844.0,서울특별시 영등포구 국회대로 지하758,758,37.528057,126.918701
ST-371,21865.0,20925.0,42790.0,서울특별시 성동구 광나루로 297 성동세무서,,37.54829,127.062462
ST-2325,21439.0,21305.0,42744.0,서울특별시 광진구 군자동 473-26,,37.557713,127.077271
ST-1353,23147.0,19559.0,42706.0,서울특별시 영등포구 도신로29길 28,영등포 푸르지오 아파트,37.513229,126.904465
ST-850,20792.0,21888.0,42680.0,서울특별시 중랑구 면목로 480,중랑구 상봉동 160-22,37.595219,127.085999
ST-1985,22555.0,20075.0,42630.0,서울특별시 영등포구 도신로29길 28 영등포푸르지오,,37.512024,126.901054
ST-1402,22011.0,20611.0,42622.0,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지,,37.560291,126.818756
ST-1850,21246.0,21268.0,42514.0,서울특별시 강동구 고덕동 299,,37.556789,127.166145
ST-1443,20094.0,22415.0,42509.0,서울특별시 용산구 한강대로 100,신용산역 1번 출구,37.52961,126.968872
ST-818,20399.0,22097.0,42496.0,서울특별시 강남구 남부순환로 2748,3호선 매봉역 3번출구앞,37.486767,127.046761
ST-1797,20648.0,21845.0,42493.0,서울 송파구 올림픽로 95,,37.516212,127.084343
ST-2889,21175.0,21281.0,42456.0,서울특별시 강서구 마곡동 767-3,,37.563541,126.824554
ST-1191,21149.0,21282.0,42431.0,서울특별시 광진구 자양동 203-22,영동대교 북단,37.537014,127.061096
ST-2811,21091.0,21304.0,42395.0,서울특별시 영등포구 양평로17길 36 성원아파트,,37.534191,126.893013
ST-2107,21779.0,20577.0,42356.0,서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트,,37.655338,127.042419
ST-362,20921.0,21431.0,42352.0,서울특별시 성동구 왕십리로 64,서울숲역 2번출구 앞,37.542816,127.04467
ST-1983,20731.0,21561.0,42292.0,서울특별시 영등포구 신풍로 77 래미안에스티움,,37.500256,126.912155
ST-2711,21176.0,21111.0,42287.0,서울특별시 노원구 한글비석로 263 성모빌딩,,37.651161,127.076591
ST-1509,19905.0,22312.0,42217.0,서울특별시 강서구 허준로 202,가양3동 주민센터,37.561249,126.86058
ST-906,21239.0,20965.0,42204.0,서울특별시 송파구 송파대로 지하 82,장지동 201-5,37.477509,127.126328
ST-1284,21831.0,20325.0,42156.0,서울특별시 노원구 덕릉로76길 23,중계중학교,37.654499,127.074387
ST-1000,20667.0,21474.0,42141.0,서울특별시 양천구 신정동 236,서부식자재마트 건너편,37.51038,126.866798
ST-913,20513.0,21594.0,42107.0,서울특별시 노원구 석계로 98-2,노원구 월계동 412-1,37.622662,127.061897
ST-181,19925.0,22115.0,42040.0,서울특별시 종로구 서린동 93-2,SK 서린빌딩 앞,37.569248,126.980537
ST-923,19077.0,22951.0,42028.0,서울특별시 동작구 사당로 지하 310,동작구 사당동 144-4,37.485508,126.981621
ST-71,22460.0,19557.0,42017.0,서울특별시 영등포구 의사당대로 166 샛강역,,37.517586,126.929619
ST-459,21032.0,20966.0,41998.0,서울특별시 은평구 녹번동 153-31,은평평화공원(역촌역4번출구),37.605583,126.922935
ST-2079,20311.0,21573.0,41884.0,서울특별시 노원구 동일로227길 86 상계주공16단지아파트,,37.66713,127.051765
ST-1370,20844.0,21015.0,41859.0,서울특별시 강동구 둔촌동 77-2,,37.530994,127.142372
ST-2076,19989.0,21664.0,41653.0,서울특별시 노원구 동일로 1039,,37.62289,127.073654
ST-1197,26324.0,15271.0,41595.0,서울특별시 성동구 하왕십리동 860-1,상왕십리역 1번출구,37.56461,127.029198
ST-2466,20730.0,20745.0,41475.0,서울특별시 성동구 아차산로 39-1 구두수선대,,37.546558,127.049988
ST-382,21131.0,20342.0,41473.0,서울특별시 광진구 군자동 98-22,,37.550396,127.075859
ST-25,20826.0,20637.0,41463.0,서울특별시 서대문구 홍제동 277-23,277-23,37.59433,126.947388
ST-2706,21250.0,20146.0,41396.0,서울특별시 노원구 서울 노원구 노원로 330,,37.645844,127.070755
ST-2789,20782.0,20575.0,41357.0,서울특별시 강서구 마곡동 744-2,,37.561085,126.816795
ST-2305,20682.0,20659.0,41341.0,서울특별시 광진구 자양동 712,,37.535072,127.076111
ST-293,21507.0,19635.0,41142.0,서울특별시 영등포구 영등포동8가 82-4,영등포삼환아파트 앞,37.530079,126.905708
ST-535,18889.0,22215.0,41104.0,서울특별시 강서구 강서로5길 50,강서구 화곡동 941-2,37.52906,126.84848
ST-518,21075.0,20014.0,41089.0,서울특별시 강서구 허준로 139 강변아파트,,37.564785,126.854645
ST-2431,20871.0,20169.0,41040.0,서울특별시 중구 을지로6가 18-169,,37.568314,127.00946
ST-525,20536.0,20496.0,41032.0,서울특별시 강서구 화곡로 지하 168,강서구 화곡동 1089-43,37.542099,126.840218
ST-394,20502.0,20515.0,41017.0,서울특별시 동대문구 장한로6길 95,군자교녹지대 동측 앞,37.561153,127.070969
ST-838,20164.0,20628.0,40792.0,서울특별시 송파구 송파대로 지하 257,송파구 가락동 214-3,37.493179,127.118546
ST-558,19278.0,21498.0,40776.0,서울특별시 중랑구 동일로 941,중랑구 묵동 189-2,37.614738,127.076363
ST-1469,19311.0,21456.0,40767.0,서울특별시 도봉구 덕릉로 249,하나은행 (창동점),37.639702,127.038834
ST-2477,21229.0,19506.0,40735.0,서울특별시 강서구 마곡동 726-16,,37.564976,126.817406
ST-1780,22536.0,18159.0,40695.0,서울특별시 중구 을지로7가 143,,37.566299,127.008492
ST-1078,20369.0,20296.0,40665.0,서울특별시 송파구 오금동 17-20,방이역 1번출구,37.508984,127.126595
ST-2041,21867.0,18775.0,40642.0,서울특별시 강서구 마곡중앙8로3길 79,,37.568485,126.83857
ST-1104,19939.0,20615.0,40554.0,서울특별시 강북구 노해로 87,광산사거리,37.643551,127.022347
ST-544,20296.0,20247.0,40543.0,서울특별시 송파구 양재대로 지하 1233,송파구 방이동 89-28,37.516571,127.131538
ST-2884,19956.0,20573.0,40529.0,서울특별시 강서구 강서구 마곡동 799,,37.559059,126.827049
ST-409,20190.0,20292.0,40482.0,서울특별시 동대문구 천호대로 231,,37.570354,127.048431
ST-2292,18954.0,21514.0,40468.0,서울특별시 중랑구 묵동 190-2,,37.615353,127.078491
ST-1836,20267.0,20137.0,40404.0,서울특별시 강동구 천호동 114-4,,37.541363,127.137184
ST-791,20406.0,19908.0,40314.0,서울특별시 강남구 압구정로 지하 172,압구정역 2번 출구 옆,37.527123,127.028717
ST-1218,20104.0,20149.0,40253.0,서울특별시 구로구 신도림로 67,도야미리숯불갈비 앞,37.51001,126.88205
ST-388,19916.0,20315.0,40231.0,서울특별시 광진구 구천면로 2,광진청소년수련관,37.546547,127.106133
ST-419,20565.0,19636.0,40201.0,서울특별시 영등포구 영등포로 124,영등포유통상가 사거리,37.521133,126.896538
ST-2611,20562.0,19610.0,40172.0,서울특별시 강서구 초원로16길 3-9 안성빌라,,37.567406,126.816216
ST-435,19772.0,20358.0,40130.0,서울특별시 용산구 한강대로 115,신용산역 6번출구 앞,37.530148,126.968483
ST-2419,20627.0,19484.0,40111.0,서울특별시 강서구 내발산동 751-6,,37.55135,126.824936
ST-93,21439.0,18616.0,40055.0,서울특별시 은평구 수색로 지하175,디지털미디어시티역 2번출구 앞,37.575069,126.899918
ST-3225,19936.0,20115.0,40051.0,서울특별시 구로구 구일로8길 150,,37.497082,126.877884
ST-1668,21289.0,18756.0,40045.0,서울특별시 중구 을지로 지하 42,을지로입구역 1번출구,37.566345,126.982292
ST-2609,19907.0,20113.0,40020.0,서울특별시 송파구 신천동 6,,37.521484,127.100281
ST-3099,20093.0,19820.0,39913.0,서울특별시 성동구 천호대로 384,,37.561687,127.061516
ST-1326,20811.0,19029.0,39840.0,서울특별시 용산구 한강대로 23,베르가모앞,37.52293,126.961693
ST-1726,19798.0,20028.0,39826.0,서울특별시 도봉구 우이천로 367,북한산 코오롱 하늘채,37.648891,127.023018
ST-1266,19439.0,20282.0,39721.0,서울특별시 광진구 능동로 373,용마사거리,37.562527,127.082275
ST-933,19719.0,19995.0,39714.0,서울특별시 송파구 백제고분로 188,잠실포스코더샵,37.5042,127.087532
ST-392,19235.0,20436.0,39671.0,서울특별시 동대문구 서울시립대로 31,전농동 동아아파트 앞(T-World 앞 보도),37.574188,127.045891
ST-660,19393.0,20255.0,39648.0,서울특별시 금천구 독산동 727-1,,37.456726,126.893066
ST-637,19628.0,19978.0,39606.0,서울특별시 금천구 두산로 71,독산동 295-22,37.47023,126.895073
ST-1678,19643.0,19942.0,39585.0,서울특별시 관악구 신림로 144,동방1교,37.471828,126.933922
ST-1029,19056.0,20520.0,39576.0,서울특별시 은평구 녹번동 84,은평구청 보건소,37.602402,126.92865
ST-2545,19733.0,19840.0,39573.0,서울특별시 광진구 광진구 능동로 50,,37.53521,127.069
ST-1640,19500.0,19950.0,39450.0,서울특별시 노원구 동일로 지하 1530-1,마들역 3번출구,37.665249,127.057892
ST-1672,23622.0,15796.0,39418.0,서울특별시 노원구 한글비석로 471,온곡초교 교차로,37.664188,127.06601
ST-269,19448.0,19965.0,39413.0,서울특별시 동대문구 제기동 122-388,,37.587746,127.037384
ST-2167,18512.0,20835.0,39347.0,서울특별시 마포구 서교동 353-6,,37.554501,126.920235
ST-488,16377.0,22900.0,39277.0,서울특별시 강동구 올림픽로 812,,37.553329,127.128868
ST-2063,19645.0,19626.0,39271.0,서울특별시 노원구 동일로215길 81 새상계교회,,37.650249,127.057152
ST-1435,19669.0,19568.0,39237.0,서울특별시 중구 을지로 지하 129,을지로3가역 3번출구,37.566559,126.992439
ST-2605,19057.0,20130.0,39187.0,서울특별시 송파구 장지동 662,,37.476002,127.1231
ST-431,19438.0,19662.0,39100.0,서울특별시 양천구 등촌로 22-1 가로판매대6,,37.531097,126.864029
ST-658,19390.0,19668.0,39058.0,서울특별시 도봉구 해등로 150,창동 723-10,37.65683,127.039848
ST-862,19247.0,19757.0,39004.0,서울특별시 강북구 한천로150길 67,수유동 694-2,37.644737,127.026566
ST-2958,19489.0,19504.0,38993.0,서울특별시 영등포구 양평동 493,,37.523842,126.881561
ST-254,19308.0,19657.0,38965.0,서울특별시 광진구 강변역로 87-2 가로판매대 - 28,,37.535824,127.094162
ST-1837,19316.0,19618.0,38934.0,서울특별시 강동구 양재대로 1504,,37.539894,127.141037
ST-2902,18205.0,20722.0,38927.0,서울특별시 영등포구 영등포구 도신로(신길우성4차 401동 앞),,37.512833,126.917633
ST-2342,19856.0,18983.0,38839.0,서울특별시 성동구 천호대로78길 9,,37.563709,127.05645
ST-302,18999.0,19807.0,38806.0,서울특별시 영등포구 신길동263-76,도림신협 앞,37.503803,126.903419
ST-3061,19693.0,19070.0,38763.0,서울특별시 영등포구 의사당대로 88 한국투자증권빌딩,,37.522434,126.922714
ST-1413,18338.0,20354.0,38692.0,서울특별시 송파구 오금로51길 56,송파소방서 맞은편(성내4교),37.499874,127.141479
ST-1580,18000.0,20651.0,38651.0,서울특별시 송파구 강동대로 232,서울체육고등학교 앞,37.521938,127.131866
ST-1278,19999.0,18645.0,38644.0,서울특별시 노원구 동일로 1342,당현천근린공원,37.649639,127.065605
ST-1671,19009.0,19623.0,38632.0,서울특별시 동대문구 휘경로14가길 31,외대앞역 4번출구,37.594891,127.063026
ST-2817,18465.0,20149.0,38614.0,서울특별시 영등포구 영등포구 시흥대로 665,,37.491283,126.90802
ST-1833,20137.0,18476.0,38613.0,서울특별시 강동구 고덕로 272 헌혈의집,,37.554863,127.153725
ST-1916,18428.0,20067.0,38495.0,서울특별시 서초구 방배로 239 현대멤피스아파트,,37.494205,126.989357
ST-2602,19043.0,19443.0,38486.0,서울특별시 송파구 올림픽로4길 15,,37.50679,127.079269
ST-523,23646.0,14802.0,38448.0,서울특별시 강서구 강서로 지하 262,강서구 화곡동 1159-6,37.548908,126.836563
ST-1733,20030.0,18412.0,38442.0,서울특별시 구로구 경인로65길 16-15,신도림4차 e편한세상 아파트 1109동 앞,37.512329,126.886833
ST-2486,19447.0,18961.0,38408.0,서울특별시 강서구 방화동621-6,,37.561794,126.80793
ST-1556,19095.0,19295.0,38390.0,서울특별시 서초구 강남대로 341,삼원빌딩,37.493259,127.029533
ST-1149,17816.0,20565.0,38381.0,서울특별시 금천구 가산동 60-73,벽산 디지털밸리 5차,37.476276,126.885391
ST-920,17515.0,20847.0,38362.0,서울특별시 구로구 경인로40길 47,구로구 개봉동 416-99,37.494995,126.858253
ST-1812,18217.0,20047.0,38264.0,서울특별시 종로구 창신동 487-4,,37.571472,127.010719
ST-2581,19116.0,19113.0,38229.0,서울특별시 송파구 문정동 72,,37.482456,127.124603
ST-2883,18398.0,19755.0,38153.0,서울특별시 강서구 방화동 849-2,,37.571087,126.807541
ST-420,19142.0,18929.0,38071.0,서울특별시 영등포구 영등포로 177,영등포청과시장 사거리,37.520294,126.901192
ST-2851,19264.0,18761.0,38025.0,서울특별시 관악구 신림동 1472-3,,37.486752,126.922722
ST-1142,18903.0,19110.0,38013.0,서울특별시 금천구 가산동 144-3,가산동 주민센터,37.476952,126.891869
ST-3145,18859.0,19152.0,38011.0,서울특별시 강서구 공항대로 213 보타닉파크타워2,,37.559486,126.831314
ST-1201,18537.0,19421.0,37958.0,서울특별시 성북구 인촌로7길 120,돈암성당 옆,37.590382,127.017136
ST-3046,17772.0,20149.0,37921.0,서울특별시 성북구 성북구 종암로 123,,37.601089,127.033318
ST-2563,18628.0,19178.0,37806.0,서울특별시 영등포구 영등포구 경인로77길 49,,37.513748,126.888512
